Time, Pb214, Pb214_err, Bi214, Bi214_err, Pb212, Pb212_err, Tl208, Tl208_err, K40, K40_err, Cs134, Cs134_err, Cs137, Cs137_err
2026-03-09 05:46:24,3.6021090723694735,0.9406603998783153,6.923260598678553,0.884883630489873,2.4389087502613656,0.7735945465274398,21.43546231724902,2.841037901804079,26.739779945557885,2.2457687326892897,2.4464734612472054,0.9493777610810051,0.9228321440911299,0.6337365013346224
2026-03-09 06:48:16,2.3134484109496873,0.9397184155723899,5.767632881144954,0.8800684970806164,3.422424690367379,0.7755039750759571,22.513363703462144,2.915610797939119,29.02969109246479,2.2675092831824473,2.373444402702513,0.9507811288257378,0.8864538334834791,0.6349217586518512
2026-03-09 07:50:07,3.33661065999567,0.9386920876127126,6.185234715435505,0.8729896032292833,2.320536103681,0.7756003556940726,22.063040457666435,2.8528439335398303,29.68458355573479,2.2645541526047115,2.044813639251396,0.9455077596568344,0.38999688872025173,0.6309230812049069
2026-03-09 08:51:59,3.752016339219987,0.9364166209322068,5.644190829499321,0.8778985709849851,2.647887620150164,0.7780471653376874,20.290491511449293,2.862160683152273,29.801844706252737,2.268923919274088,1.8257264636173176,0.9490265948914137,1.3673964987228557,0.637908467720592
2026-03-09 09:53:52,4.021126974891394,0.9433614202353267,7.803113519982543,0.8989326437576964,3.3347412484559973,0.7779785397755674,17.665202801916873,2.776226187840044,25.910101993780017,2.2417272501923446,1.5701247587108933,0.9493777610810051,0.8281415414800399,0.640740796239072
2026-03-09 10:55:44,4.4979404501749585,0.9452268360660224,8.11040543578125,0.9088954181313057,3.065845359927755,0.7832042135656393,14.580009500933519,2.741972127507795,25.626905252906507,2.242805690940162,1.8987555221620103,0.94972879742544,1.07048528714571,0.6332851874831904
2026-03-09 11:57:37,5.120145913187034,0.9531808597969428,8.70135142770184,0.9247222602892083,1.978570680226608,0.7809103192346133,6.718515390819102,2.6655383626149645,25.02511217855029,2.242142096481833,1.95352731607053,0.9534068756890067,1.2299078836321777,0.642481998977987
2026-03-09 12:59:28,9.119758782467041,1.0121188113619837,14.051071603510882,1.0432685523325163,3.1364635937497924,0.8301868016976025,7.513099594593842,2.6581379061533164,16.334137339616145,2.3106316899470922,2.255602619542963,0.991028772462797,0.6240764712999316,0.6832817825238654
2026-03-09 21:13:11,7.596942912882852,1.1904234221929044,11.89360335472004,1.2881938902370353,4.333182345392421,1.031737517214133,5.246892808639094,2.9625662547609273,3.018209319029347,2.7353515946016085,1.9508625241795832,1.1171680824547434,2.568392177216088,0.8852160975450236
2026-03-09 22:15:04,2.8119352260188695,0.9390933747089402,5.707225068637517,0.8710515312491627,2.786719736509854,0.7791100885880322,5.003454518533325,2.5859465223101266,24.713153268681815,2.237969394200402,1.4788384355300273,0.9417988328827902,1.000938516866379,0.6281644931082372
2026-03-09 23:16:56,3.171351444130344,0.9322427538043068,4.094599117351997,0.8608471378416279,2.8013336434950826,0.7713274502233656,9.636035142835969,2.740515345326947,26.042850466064476,2.2483556055996177,2.0995854331599153,0.9509564041758904,1.4465728218100946,0.6391356942966315
