Energy(keV),Counts
5.133654167884510571e+02,0.000000000000000000e+00
5.136976060711084529e+02,3.000000000000000000e+00
5.140297953537658486e+02,2.000000000000000000e+00
5.143619846364231307e+02,3.000000000000000000e+00
5.146941739190805265e+02,5.000000000000000000e+00
5.150263632017379223e+02,4.000000000000000000e+00
5.153585524843953181e+02,2.000000000000000000e+00
5.156907417670526002e+02,0.000000000000000000e+00
5.160229310497099959e+02,2.000000000000000000e+00
5.163551203323673917e+02,2.000000000000000000e+00
5.166873096150247875e+02,1.000000000000000000e+00
5.170194988976820696e+02,1.000000000000000000e+00
5.173516881803394654e+02,0.000000000000000000e+00
5.176838774629968611e+02,0.000000000000000000e+00
5.180160667456542569e+02,1.000000000000000000e+00
5.183482560283115390e+02,3.000000000000000000e+00
5.186804453109689348e+02,3.000000000000000000e+00
5.190126345936263306e+02,1.000000000000000000e+00
5.193448238762837263e+02,1.000000000000000000e+00
5.196770131589410084e+02,2.000000000000000000e+00
5.200092024415984042e+02,3.000000000000000000e+00
5.203413917242558000e+02,2.000000000000000000e+00
5.206735810069131958e+02,3.000000000000000000e+00
5.210057702895704779e+02,1.000000000000000000e+00
5.213379595722278737e+02,1.000000000000000000e+00
5.216701488548852694e+02,1.000000000000000000e+00
5.220023381375426652e+02,1.000000000000000000e+00
5.223345274201999473e+02,0.000000000000000000e+00
5.226667167028573431e+02,0.000000000000000000e+00
5.229989059855147389e+02,3.000000000000000000e+00
5.233310952681721346e+02,1.000000000000000000e+00
5.236632845508294167e+02,2.000000000000000000e+00
5.239954738334868125e+02,2.000000000000000000e+00
5.243276631161442083e+02,2.000000000000000000e+00
5.246598523988016041e+02,1.000000000000000000e+00
5.249920416814588862e+02,1.000000000000000000e+00
5.253242309641162819e+02,1.000000000000000000e+00
5.256564202467736777e+02,1.000000000000000000e+00
5.259886095294310735e+02,4.000000000000000000e+00
5.263207988120883556e+02,1.000000000000000000e+00
5.266529880947457514e+02,3.000000000000000000e+00
5.269851773774031471e+02,2.000000000000000000e+00
5.273173666600605429e+02,1.000000000000000000e+00
5.276495559427178250e+02,2.000000000000000000e+00
5.279817452253752208e+02,0.000000000000000000e+00
5.283139345080326166e+02,1.000000000000000000e+00
5.286461237906900124e+02,1.000000000000000000e+00
5.289783130733472944e+02,4.000000000000000000e+00
5.293105023560046902e+02,2.000000000000000000e+00
5.296426916386620860e+02,1.000000000000000000e+00
5.299748809213194818e+02,0.000000000000000000e+00
5.303070702039767639e+02,2.000000000000000000e+00
5.306392594866341597e+02,1.000000000000000000e+00
5.309714487692915554e+02,1.000000000000000000e+00
5.313036380519489512e+02,3.000000000000000000e+00
5.316358273346062333e+02,2.000000000000000000e+00
5.319680166172636291e+02,3.000000000000000000e+00
5.323002058999210249e+02,2.000000000000000000e+00
5.326323951825784206e+02,1.000000000000000000e+00
5.329645844652357027e+02,1.000000000000000000e+00
5.332967737478930985e+02,1.000000000000000000e+00
5.336289630305504943e+02,0.000000000000000000e+00
5.339611523132078901e+02,3.000000000000000000e+00
5.342933415958651722e+02,2.000000000000000000e+00
5.346255308785225679e+02,3.000000000000000000e+00
5.349577201611799637e+02,1.000000000000000000e+00
5.352899094438373595e+02,2.000000000000000000e+00
5.356220987264946416e+02,3.000000000000000000e+00
5.359542880091520374e+02,6.000000000000000000e+00
5.362864772918094332e+02,1.000000000000000000e+00
5.366186665744668289e+02,1.000000000000000000e+00
5.369508558571241110e+02,1.000000000000000000e+00
5.372830451397815068e+02,3.000000000000000000e+00
5.376152344224389026e+02,3.000000000000000000e+00
5.379474237050962984e+02,2.000000000000000000e+00
5.382796129877535805e+02,2.000000000000000000e+00
5.386118022704109762e+02,1.000000000000000000e+00
5.389439915530683720e+02,1.000000000000000000e+00
5.392761808357257678e+02,2.000000000000000000e+00
5.396083701183830499e+02,2.000000000000000000e+00
5.399405594010404457e+02,5.000000000000000000e+00
5.402727486836978414e+02,0.000000000000000000e+00
5.406049379663552372e+02,2.000000000000000000e+00
5.409371272490126330e+02,5.000000000000000000e+00
5.412693165316699151e+02,3.000000000000000000e+00
5.416015058143273109e+02,2.000000000000000000e+00
5.419336950969847067e+02,2.000000000000000000e+00
5.422658843796421024e+02,5.000000000000000000e+00
5.425980736622993845e+02,2.000000000000000000e+00
5.429302629449567803e+02,3.000000000000000000e+00
5.432624522276141761e+02,3.000000000000000000e+00
5.435946415102715719e+02,1.000000000000000000e+00
5.439268307929288540e+02,3.000000000000000000e+00
5.442590200755862497e+02,1.000000000000000000e+00
5.445912093582436455e+02,0.000000000000000000e+00
5.449233986409010413e+02,1.000000000000000000e+00
5.452555879235583234e+02,1.000000000000000000e+00
5.455877772062157192e+02,1.000000000000000000e+00
5.459199664888731149e+02,2.000000000000000000e+00
5.462521557715305107e+02,4.000000000000000000e+00
5.465843450541877928e+02,0.000000000000000000e+00
5.469165343368451886e+02,3.000000000000000000e+00
5.472487236195025844e+02,2.000000000000000000e+00
5.475809129021599801e+02,1.000000000000000000e+00
5.479131021848172622e+02,4.000000000000000000e+00
5.482452914674746580e+02,5.000000000000000000e+00
5.485774807501320538e+02,5.000000000000000000e+00
5.489096700327894496e+02,6.000000000000000000e+00
5.492418593154467317e+02,1.000000000000000000e+00
5.495740485981041274e+02,1.000000000000000000e+00
5.499062378807615232e+02,0.000000000000000000e+00
5.502384271634189190e+02,2.000000000000000000e+00
5.505706164460762011e+02,3.000000000000000000e+00
5.509028057287335969e+02,1.000000000000000000e+00
5.512349950113909927e+02,2.000000000000000000e+00
5.515671842940483884e+02,0.000000000000000000e+00
5.518993735767056705e+02,0.000000000000000000e+00
5.522315628593630663e+02,2.000000000000000000e+00
5.525637521420204621e+02,0.000000000000000000e+00
5.528959414246778579e+02,0.000000000000000000e+00
5.532281307073351400e+02,2.000000000000000000e+00
5.535603199899925357e+02,4.000000000000000000e+00
5.538925092726499315e+02,1.000000000000000000e+00
5.542246985553073273e+02,2.000000000000000000e+00
5.545568878379646094e+02,6.000000000000000000e+00
5.548890771206220052e+02,2.000000000000000000e+00
5.552212664032794009e+02,0.000000000000000000e+00
5.555534556859367967e+02,2.000000000000000000e+00
5.558856449685940788e+02,0.000000000000000000e+00
5.562178342512514746e+02,2.000000000000000000e+00
5.565500235339088704e+02,1.000000000000000000e+00
5.568822128165662662e+02,4.000000000000000000e+00
5.572144020992235482e+02,1.000000000000000000e+00
5.575465913818809440e+02,1.000000000000000000e+00
5.578787806645383398e+02,0.000000000000000000e+00
5.582109699471957356e+02,4.000000000000000000e+00
5.585431592298530177e+02,0.000000000000000000e+00
5.588753485125104135e+02,2.000000000000000000e+00
5.592075377951678092e+02,2.000000000000000000e+00
5.595397270778252050e+02,0.000000000000000000e+00
5.598719163604824871e+02,2.000000000000000000e+00
5.602041056431398829e+02,1.000000000000000000e+00
5.605362949257972787e+02,0.000000000000000000e+00
5.608684842084546744e+02,0.000000000000000000e+00
5.612006734911119565e+02,2.000000000000000000e+00
5.615328627737693523e+02,1.000000000000000000e+00
5.618650520564267481e+02,5.000000000000000000e+00
5.621972413390841439e+02,3.000000000000000000e+00
5.625294306217414260e+02,2.000000000000000000e+00
5.628616199043988217e+02,2.000000000000000000e+00
5.631938091870562175e+02,1.000000000000000000e+00
5.635259984697136133e+02,2.000000000000000000e+00
5.638581877523708954e+02,4.000000000000000000e+00
5.641903770350282912e+02,2.000000000000000000e+00
5.645225663176856870e+02,1.000000000000000000e+00
5.648547556003430827e+02,2.000000000000000000e+00
5.651869448830003648e+02,0.000000000000000000e+00
5.655191341656577606e+02,2.000000000000000000e+00
5.658513234483151564e+02,4.000000000000000000e+00
5.661835127309725522e+02,1.000000000000000000e+00
5.665157020136298343e+02,2.000000000000000000e+00
5.668478912962872300e+02,1.000000000000000000e+00
5.671800805789446258e+02,3.000000000000000000e+00
5.675122698616020216e+02,4.000000000000000000e+00
5.678444591442593037e+02,3.000000000000000000e+00
5.681766484269166995e+02,2.000000000000000000e+00
5.685088377095740952e+02,3.000000000000000000e+00
5.688410269922314910e+02,2.000000000000000000e+00
5.691732162748888868e+02,4.000000000000000000e+00
5.695054055575461689e+02,2.000000000000000000e+00
5.698375948402035647e+02,2.000000000000000000e+00
5.701697841228609605e+02,2.000000000000000000e+00
5.705019734055183562e+02,2.000000000000000000e+00
5.708341626881756383e+02,2.000000000000000000e+00
5.711663519708330341e+02,0.000000000000000000e+00
5.714985412534904299e+02,1.000000000000000000e+00
5.718307305361478257e+02,3.000000000000000000e+00
5.721629198188051078e+02,1.000000000000000000e+00
5.724951091014625035e+02,5.000000000000000000e+00
5.728272983841198993e+02,0.000000000000000000e+00
5.731594876667772951e+02,3.000000000000000000e+00
5.734916769494345772e+02,5.000000000000000000e+00
5.738238662320919730e+02,1.000000000000000000e+00
5.741560555147493687e+02,2.000000000000000000e+00
5.744882447974067645e+02,2.000000000000000000e+00
5.748204340800640466e+02,2.000000000000000000e+00
5.751526233627214424e+02,4.000000000000000000e+00
5.754848126453788382e+02,3.000000000000000000e+00
5.758170019280362339e+02,2.000000000000000000e+00
5.761491912106935160e+02,2.000000000000000000e+00
5.764813804933509118e+02,0.000000000000000000e+00
5.768135697760083076e+02,3.000000000000000000e+00
5.771457590586657034e+02,0.000000000000000000e+00
5.774779483413229855e+02,2.000000000000000000e+00
5.778101376239803812e+02,2.000000000000000000e+00
5.781423269066377770e+02,3.000000000000000000e+00
5.784745161892951728e+02,1.000000000000000000e+00
5.788067054719524549e+02,1.000000000000000000e+00
5.791388947546098507e+02,1.000000000000000000e+00
5.794710840372672465e+02,4.000000000000000000e+00
5.798032733199246422e+02,3.000000000000000000e+00
5.801354626025819243e+02,0.000000000000000000e+00
5.804676518852393201e+02,0.000000000000000000e+00
5.807998411678967159e+02,1.000000000000000000e+00
5.811320304505541117e+02,2.000000000000000000e+00
5.814642197332113938e+02,1.000000000000000000e+00
5.817964090158687895e+02,3.000000000000000000e+00
5.821285982985261853e+02,2.000000000000000000e+00
5.824607875811835811e+02,2.000000000000000000e+00
5.827929768638408632e+02,1.000000000000000000e+00
5.831251661464982590e+02,5.000000000000000000e+00
5.834573554291556547e+02,3.000000000000000000e+00
5.837895447118130505e+02,7.000000000000000000e+00
5.841217339944703326e+02,3.000000000000000000e+00
5.844539232771277284e+02,1.000000000000000000e+00
5.847861125597851242e+02,1.000000000000000000e+00
5.851183018424425200e+02,1.000000000000000000e+00
5.854504911250998020e+02,0.000000000000000000e+00
5.857826804077571978e+02,3.000000000000000000e+00
5.861148696904145936e+02,0.000000000000000000e+00
5.864470589730719894e+02,2.000000000000000000e+00
5.867792482557292715e+02,1.000000000000000000e+00
5.871114375383866673e+02,2.000000000000000000e+00
5.874436268210440630e+02,3.000000000000000000e+00
5.877758161037014588e+02,2.000000000000000000e+00
5.881080053863587409e+02,7.000000000000000000e+00
5.884401946690161367e+02,2.000000000000000000e+00
5.887723839516735325e+02,2.000000000000000000e+00
5.891045732343309282e+02,2.000000000000000000e+00
5.894367625169882103e+02,1.000000000000000000e+00
5.897689517996456061e+02,1.000000000000000000e+00
5.901011410823030019e+02,1.000000000000000000e+00
5.904333303649603977e+02,1.000000000000000000e+00
5.907655196476176798e+02,2.000000000000000000e+00
5.910977089302750755e+02,5.000000000000000000e+00
5.914298982129324713e+02,0.000000000000000000e+00
5.917620874955898671e+02,0.000000000000000000e+00
5.920942767782471492e+02,1.000000000000000000e+00
5.924264660609045450e+02,2.000000000000000000e+00
5.927586553435619408e+02,1.000000000000000000e+00
5.930908446262193365e+02,1.000000000000000000e+00
5.934230339088766186e+02,3.000000000000000000e+00
5.937552231915340144e+02,1.000000000000000000e+00
5.940874124741914102e+02,1.000000000000000000e+00
5.944196017568488060e+02,1.000000000000000000e+00
5.947517910395060881e+02,1.000000000000000000e+00
5.950839803221634838e+02,0.000000000000000000e+00
5.954161696048208796e+02,2.000000000000000000e+00
5.957483588874782754e+02,1.000000000000000000e+00
5.960805481701355575e+02,2.000000000000000000e+00
5.964127374527929533e+02,0.000000000000000000e+00
5.967449267354503490e+02,4.000000000000000000e+00
5.970771160181077448e+02,1.000000000000000000e+00
5.974093053007651406e+02,2.000000000000000000e+00
5.977414945834224227e+02,2.000000000000000000e+00
5.980736838660798185e+02,0.000000000000000000e+00
5.984058731487372143e+02,2.000000000000000000e+00
5.987380624313946100e+02,0.000000000000000000e+00
5.990702517140518921e+02,0.000000000000000000e+00
5.994024409967092879e+02,1.000000000000000000e+00
5.997346302793666837e+02,2.000000000000000000e+00
6.000668195620240795e+02,2.000000000000000000e+00
6.003990088446813616e+02,2.000000000000000000e+00
6.007311981273387573e+02,1.000000000000000000e+00
6.010633874099961531e+02,3.000000000000000000e+00
6.013955766926535489e+02,0.000000000000000000e+00
6.017277659753108310e+02,1.000000000000000000e+00
6.020599552579682268e+02,0.000000000000000000e+00
6.023921445406256225e+02,4.000000000000000000e+00
6.027243338232830183e+02,0.000000000000000000e+00
6.030565231059403004e+02,1.000000000000000000e+00
6.033887123885976962e+02,1.000000000000000000e+00
6.037209016712550920e+02,0.000000000000000000e+00
6.040530909539124877e+02,1.000000000000000000e+00
6.043852802365697698e+02,1.000000000000000000e+00
6.047174695192271656e+02,1.000000000000000000e+00
6.050496588018845614e+02,0.000000000000000000e+00
6.053818480845419572e+02,3.000000000000000000e+00
6.057140373671992393e+02,0.000000000000000000e+00
6.060462266498566350e+02,0.000000000000000000e+00
6.063784159325140308e+02,2.000000000000000000e+00
6.067106052151714266e+02,1.000000000000000000e+00
6.070427944978287087e+02,2.000000000000000000e+00
6.073749837804861045e+02,2.000000000000000000e+00
6.077071730631435003e+02,3.000000000000000000e+00
6.080393623458008960e+02,5.000000000000000000e+00
6.083715516284581781e+02,3.000000000000000000e+00
6.087037409111155739e+02,4.000000000000000000e+00
6.090359301937729697e+02,6.000000000000000000e+00
6.093681194764303655e+02,7.000000000000000000e+00
6.097003087590876476e+02,8.000000000000000000e+00
6.100324980417450433e+02,5.000000000000000000e+00
6.103646873244024391e+02,4.000000000000000000e+00
6.106968766070598349e+02,2.000000000000000000e+00
6.110290658897171170e+02,1.000000000000000000e+00
6.113612551723745128e+02,0.000000000000000000e+00
6.116934444550319085e+02,2.000000000000000000e+00
6.120256337376893043e+02,3.000000000000000000e+00
6.123578230203465864e+02,1.000000000000000000e+00
6.126900123030039822e+02,0.000000000000000000e+00
6.130222015856613780e+02,0.000000000000000000e+00
6.133543908683187738e+02,1.000000000000000000e+00
6.136865801509760558e+02,1.000000000000000000e+00
6.140187694336334516e+02,1.000000000000000000e+00
6.143509587162908474e+02,1.000000000000000000e+00
6.146831479989482432e+02,2.000000000000000000e+00
6.150153372816055253e+02,0.000000000000000000e+00
6.153475265642629211e+02,2.000000000000000000e+00
6.156797158469203168e+02,0.000000000000000000e+00
6.160119051295777126e+02,1.000000000000000000e+00
6.163440944122349947e+02,2.000000000000000000e+00
6.166762836948923905e+02,1.000000000000000000e+00
6.170084729775497863e+02,2.000000000000000000e+00
6.173406622602071820e+02,1.000000000000000000e+00
6.176728515428644641e+02,1.000000000000000000e+00
6.180050408255218599e+02,0.000000000000000000e+00
6.183372301081792557e+02,1.000000000000000000e+00
6.186694193908366515e+02,1.000000000000000000e+00
6.190016086734939336e+02,0.000000000000000000e+00
6.193337979561513293e+02,1.000000000000000000e+00
6.196659872388087251e+02,0.000000000000000000e+00
6.199981765214661209e+02,0.000000000000000000e+00
6.203303658041234030e+02,0.000000000000000000e+00
6.206625550867807988e+02,5.000000000000000000e+00
6.209947443694381946e+02,2.000000000000000000e+00
6.213269336520955903e+02,0.000000000000000000e+00
6.216591229347528724e+02,0.000000000000000000e+00
6.219913122174102682e+02,1.000000000000000000e+00
6.223235015000676640e+02,0.000000000000000000e+00
6.226556907827250598e+02,2.000000000000000000e+00
6.229878800653823419e+02,2.000000000000000000e+00
6.233200693480397376e+02,2.000000000000000000e+00
6.236522586306971334e+02,1.000000000000000000e+00
6.239844479133545292e+02,0.000000000000000000e+00
6.243166371960118113e+02,2.000000000000000000e+00
6.246488264786692071e+02,1.000000000000000000e+00
6.249810157613266028e+02,1.000000000000000000e+00
6.253132050439839986e+02,2.000000000000000000e+00
6.256453943266413944e+02,0.000000000000000000e+00
6.259775836092986765e+02,1.000000000000000000e+00
6.263097728919560723e+02,1.000000000000000000e+00
6.266419621746134681e+02,0.000000000000000000e+00
6.269741514572708638e+02,1.000000000000000000e+00
6.273063407399281459e+02,0.000000000000000000e+00
6.276385300225855417e+02,0.000000000000000000e+00
6.279707193052429375e+02,2.000000000000000000e+00
6.283029085879003333e+02,1.000000000000000000e+00
6.286350978705576154e+02,3.000000000000000000e+00
6.289672871532150111e+02,1.000000000000000000e+00
6.292994764358724069e+02,3.000000000000000000e+00
6.296316657185298027e+02,1.000000000000000000e+00
6.299638550011870848e+02,0.000000000000000000e+00
6.302960442838444806e+02,2.000000000000000000e+00
6.306282335665018763e+02,2.000000000000000000e+00
6.309604228491592721e+02,2.000000000000000000e+00
6.312926121318165542e+02,1.000000000000000000e+00
6.316248014144739500e+02,1.000000000000000000e+00
6.319569906971313458e+02,1.000000000000000000e+00
6.322891799797887415e+02,1.000000000000000000e+00
6.326213692624460236e+02,3.000000000000000000e+00
6.329535585451034194e+02,1.000000000000000000e+00
6.332857478277608152e+02,3.000000000000000000e+00
6.336179371104182110e+02,1.000000000000000000e+00
6.339501263930754931e+02,1.000000000000000000e+00
6.342823156757328888e+02,0.000000000000000000e+00
6.346145049583902846e+02,0.000000000000000000e+00
6.349466942410476804e+02,2.000000000000000000e+00
6.352788835237049625e+02,0.000000000000000000e+00
6.356110728063623583e+02,2.000000000000000000e+00
6.359432620890197541e+02,2.000000000000000000e+00
6.362754513716771498e+02,1.000000000000000000e+00
6.366076406543344319e+02,1.000000000000000000e+00
6.369398299369918277e+02,2.000000000000000000e+00
6.372720192196492235e+02,1.000000000000000000e+00
6.376042085023066193e+02,1.000000000000000000e+00
6.379363977849639014e+02,2.000000000000000000e+00
6.382685870676212971e+02,0.000000000000000000e+00
6.386007763502786929e+02,3.000000000000000000e+00
6.389329656329360887e+02,2.000000000000000000e+00
6.392651549155933708e+02,0.000000000000000000e+00
6.395973441982507666e+02,0.000000000000000000e+00
6.399295334809081623e+02,3.000000000000000000e+00
6.402617227635655581e+02,2.000000000000000000e+00
6.405939120462228402e+02,0.000000000000000000e+00
6.409261013288802360e+02,3.000000000000000000e+00
6.412582906115376318e+02,1.000000000000000000e+00
6.415904798941950276e+02,2.000000000000000000e+00
6.419226691768523096e+02,3.000000000000000000e+00
6.422548584595097054e+02,1.000000000000000000e+00
6.425870477421671012e+02,0.000000000000000000e+00
6.429192370248244970e+02,2.000000000000000000e+00
6.432514263074817791e+02,1.000000000000000000e+00
6.435836155901391749e+02,0.000000000000000000e+00
6.439158048727965706e+02,2.000000000000000000e+00
6.442479941554539664e+02,2.000000000000000000e+00
6.445801834381112485e+02,1.000000000000000000e+00
6.449123727207686443e+02,1.000000000000000000e+00
6.452445620034260401e+02,0.000000000000000000e+00
6.455767512860834358e+02,3.000000000000000000e+00
6.459089405687407179e+02,1.000000000000000000e+00
6.462411298513981137e+02,0.000000000000000000e+00
6.465733191340555095e+02,1.000000000000000000e+00
6.469055084167129053e+02,3.000000000000000000e+00
6.472376976993701874e+02,1.000000000000000000e+00
6.475698869820275831e+02,0.000000000000000000e+00
6.479020762646849789e+02,2.000000000000000000e+00
6.482342655473423747e+02,3.000000000000000000e+00
6.485664548299996568e+02,3.000000000000000000e+00
6.488986441126570526e+02,0.000000000000000000e+00
6.492308333953144484e+02,0.000000000000000000e+00
6.495630226779718441e+02,2.000000000000000000e+00
6.498952119606291262e+02,2.000000000000000000e+00
6.502274012432865220e+02,3.000000000000000000e+00
6.505595905259439178e+02,3.000000000000000000e+00
6.508917798086013136e+02,1.000000000000000000e+00
6.512239690912585957e+02,2.000000000000000000e+00
6.515561583739159914e+02,2.000000000000000000e+00
6.518883476565733872e+02,0.000000000000000000e+00
6.522205369392307830e+02,1.000000000000000000e+00
6.525527262218880651e+02,0.000000000000000000e+00
6.528849155045454609e+02,0.000000000000000000e+00
6.532171047872028566e+02,0.000000000000000000e+00
6.535492940698602524e+02,0.000000000000000000e+00
6.538814833525176482e+02,0.000000000000000000e+00
6.542136726351749303e+02,0.000000000000000000e+00
6.545458619178323261e+02,2.000000000000000000e+00
6.548780512004897219e+02,0.000000000000000000e+00
6.552102404831471176e+02,0.000000000000000000e+00
6.555424297658043997e+02,3.000000000000000000e+00
6.558746190484617955e+02,0.000000000000000000e+00
6.562068083311191913e+02,1.000000000000000000e+00
6.565389976137765871e+02,2.000000000000000000e+00
6.568711868964338692e+02,0.000000000000000000e+00
6.572033761790912649e+02,1.000000000000000000e+00
6.575355654617486607e+02,0.000000000000000000e+00
6.578677547444060565e+02,2.000000000000000000e+00
6.581999440270633386e+02,3.000000000000000000e+00
6.585321333097207344e+02,3.000000000000000000e+00
6.588643225923781301e+02,0.000000000000000000e+00
6.591965118750355259e+02,2.000000000000000000e+00
6.595287011576928080e+02,0.000000000000000000e+00
6.598608904403502038e+02,1.000000000000000000e+00
6.601930797230075996e+02,0.000000000000000000e+00
6.605252690056649953e+02,0.000000000000000000e+00
6.608574582883222774e+02,0.000000000000000000e+00
6.611896475709796732e+02,0.000000000000000000e+00
6.615218368536370690e+02,1.000000000000000000e+00
6.618540261362944648e+02,2.000000000000000000e+00
6.621862154189517469e+02,2.000000000000000000e+00
6.625184047016091426e+02,1.000000000000000000e+00
6.628505939842665384e+02,4.000000000000000000e+00
6.631827832669239342e+02,0.000000000000000000e+00
6.635149725495812163e+02,1.000000000000000000e+00
6.638471618322386121e+02,0.000000000000000000e+00
6.641793511148960079e+02,1.000000000000000000e+00
6.645115403975534036e+02,2.000000000000000000e+00
6.648437296802106857e+02,1.000000000000000000e+00
6.651759189628680815e+02,5.000000000000000000e+00
6.655081082455254773e+02,1.000000000000000000e+00
6.658402975281828731e+02,1.000000000000000000e+00
6.661724868108401552e+02,1.000000000000000000e+00
6.665046760934975509e+02,2.000000000000000000e+00
6.668368653761549467e+02,0.000000000000000000e+00
6.671690546588123425e+02,6.000000000000000000e+00
6.675012439414696246e+02,0.000000000000000000e+00
6.678334332241270204e+02,0.000000000000000000e+00
6.681656225067844161e+02,1.000000000000000000e+00
6.684978117894418119e+02,0.000000000000000000e+00
6.688300010720990940e+02,0.000000000000000000e+00
6.691621903547564898e+02,1.000000000000000000e+00
6.694943796374138856e+02,1.000000000000000000e+00
6.698265689200712814e+02,1.000000000000000000e+00
6.701587582027285634e+02,0.000000000000000000e+00
6.704909474853859592e+02,0.000000000000000000e+00
6.708231367680433550e+02,1.000000000000000000e+00
6.711553260507007508e+02,2.000000000000000000e+00
6.714875153333580329e+02,0.000000000000000000e+00
6.718197046160154287e+02,1.000000000000000000e+00
6.721518938986728244e+02,0.000000000000000000e+00
6.724840831813302202e+02,1.000000000000000000e+00
6.728162724639875023e+02,0.000000000000000000e+00
6.731484617466448981e+02,0.000000000000000000e+00
6.734806510293022939e+02,1.000000000000000000e+00
6.738128403119596896e+02,0.000000000000000000e+00
6.741450295946169717e+02,1.000000000000000000e+00
6.744772188772743675e+02,0.000000000000000000e+00
6.748094081599317633e+02,1.000000000000000000e+00
6.751415974425891591e+02,0.000000000000000000e+00
6.754737867252464412e+02,1.000000000000000000e+00
6.758059760079038369e+02,1.000000000000000000e+00
6.761381652905612327e+02,0.000000000000000000e+00
6.764703545732186285e+02,3.000000000000000000e+00
6.768025438558759106e+02,0.000000000000000000e+00
6.771347331385333064e+02,0.000000000000000000e+00
6.774669224211907022e+02,2.000000000000000000e+00
6.777991117038480979e+02,4.000000000000000000e+00
6.781313009865053800e+02,1.000000000000000000e+00
6.784634902691627758e+02,2.000000000000000000e+00
6.787956795518201716e+02,0.000000000000000000e+00
6.791278688344775674e+02,3.000000000000000000e+00
6.794600581171348495e+02,1.000000000000000000e+00
6.797922473997922452e+02,1.000000000000000000e+00
6.801244366824496410e+02,0.000000000000000000e+00
6.804566259651070368e+02,1.000000000000000000e+00
6.807888152477643189e+02,2.000000000000000000e+00
6.811210045304217147e+02,1.000000000000000000e+00
6.814531938130791104e+02,2.000000000000000000e+00
6.817853830957365062e+02,1.000000000000000000e+00
6.821175723783939020e+02,0.000000000000000000e+00
6.824497616610511841e+02,1.000000000000000000e+00
6.827819509437085799e+02,3.000000000000000000e+00
6.831141402263659756e+02,0.000000000000000000e+00
6.834463295090233714e+02,1.000000000000000000e+00
6.837785187916806535e+02,1.000000000000000000e+00
6.841107080743380493e+02,1.000000000000000000e+00
6.844428973569954451e+02,0.000000000000000000e+00
6.847750866396528409e+02,0.000000000000000000e+00
6.851072759223101230e+02,0.000000000000000000e+00
6.854394652049675187e+02,2.000000000000000000e+00
6.857716544876249145e+02,2.000000000000000000e+00
6.861038437702823103e+02,0.000000000000000000e+00
6.864360330529395924e+02,3.000000000000000000e+00
6.867682223355969882e+02,1.000000000000000000e+00
6.871004116182543839e+02,0.000000000000000000e+00
6.874326009009117797e+02,3.000000000000000000e+00
6.877647901835690618e+02,1.000000000000000000e+00
6.880969794662264576e+02,0.000000000000000000e+00
6.884291687488838534e+02,0.000000000000000000e+00
6.887613580315412491e+02,2.000000000000000000e+00
6.890935473141985312e+02,0.000000000000000000e+00
6.894257365968559270e+02,0.000000000000000000e+00
6.897579258795133228e+02,1.000000000000000000e+00
6.900901151621707186e+02,1.000000000000000000e+00
6.904223044448280007e+02,0.000000000000000000e+00
6.907544937274853964e+02,2.000000000000000000e+00
6.910866830101427922e+02,2.000000000000000000e+00
6.914188722928001880e+02,3.000000000000000000e+00
6.917510615754574701e+02,1.000000000000000000e+00
6.920832508581148659e+02,0.000000000000000000e+00
6.924154401407722617e+02,1.000000000000000000e+00
6.927476294234296574e+02,0.000000000000000000e+00
6.930798187060869395e+02,1.000000000000000000e+00
6.934120079887443353e+02,1.000000000000000000e+00
6.937441972714017311e+02,1.000000000000000000e+00
6.940763865540591269e+02,2.000000000000000000e+00
6.944085758367164090e+02,1.000000000000000000e+00
6.947407651193738047e+02,1.000000000000000000e+00
6.950729544020312005e+02,0.000000000000000000e+00
6.954051436846885963e+02,0.000000000000000000e+00
6.957373329673458784e+02,0.000000000000000000e+00
6.960695222500032742e+02,0.000000000000000000e+00
6.964017115326606699e+02,0.000000000000000000e+00
6.967339008153180657e+02,4.000000000000000000e+00
6.970660900979753478e+02,0.000000000000000000e+00
6.973982793806327436e+02,0.000000000000000000e+00
6.977304686632901394e+02,0.000000000000000000e+00
6.980626579459475352e+02,1.000000000000000000e+00
6.983948472286048172e+02,0.000000000000000000e+00
6.987270365112622130e+02,0.000000000000000000e+00
6.990592257939196088e+02,2.000000000000000000e+00
6.993914150765770046e+02,1.000000000000000000e+00
6.997236043592342867e+02,1.000000000000000000e+00
7.000557936418916825e+02,4.000000000000000000e+00
7.003879829245490782e+02,2.000000000000000000e+00
7.007201722072064740e+02,3.000000000000000000e+00
7.010523614898637561e+02,0.000000000000000000e+00
7.013845507725211519e+02,1.000000000000000000e+00
7.017167400551785477e+02,0.000000000000000000e+00
7.020489293378359434e+02,2.000000000000000000e+00
7.023811186204932255e+02,1.000000000000000000e+00
7.027133079031506213e+02,0.000000000000000000e+00
7.030454971858080171e+02,0.000000000000000000e+00
7.033776864684654129e+02,0.000000000000000000e+00
7.037098757511226950e+02,1.000000000000000000e+00
7.040420650337800907e+02,0.000000000000000000e+00
7.043742543164374865e+02,1.000000000000000000e+00
7.047064435990948823e+02,2.000000000000000000e+00
7.050386328817521644e+02,1.000000000000000000e+00
7.053708221644095602e+02,3.000000000000000000e+00
7.057030114470669560e+02,0.000000000000000000e+00
7.060352007297243517e+02,0.000000000000000000e+00
7.063673900123816338e+02,1.000000000000000000e+00
